Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
256,tt11057594,2020-06-14,2020-07-16,,"Fatal Affair","Fatal Affair",https://www.imdb.com/title/tt11057594/,Movie,4.6,89,2020,"Crime, Horror, Mystery, Thriller",6922,2020-07-16,"Peter Sullivan"
257,tt9784456,2020-05-23,2020-07-16,,"The Kissing Booth 2","The Kissing Booth 2",https://www.imdb.com/title/tt9784456/,Movie,5.7,134,2020,"Comedy, Romance",39416,2020-07-24,"Vince Marcello"
258,tt11010144,2020-07-05,2020-07-16,,"Seriously Single","Seriously Single",https://www.imdb.com/title/tt11010144/,Movie,4.6,107,2020,"Comedy, Romance",1365,2020-07-31,"Katleho Ramaphakela, Rethabile Ramaphakela"
259,tt12567088,2020-07-24,2020-07-24,"Hindi","Raat Akeli Hai","Raat Akeli Hai",https://www.imdb.com/title/tt12567088/,Movie,7.2,149,2020,"Crime, Drama, Mystery, Thriller",20074,2020-07-31,"Sunny Mandavarra, Honey Trehan"
260,tt10276470,2020-07-16,2020-08-05,,"Work It","Work It",https://www.imdb.com/title/tt10276470/,Movie,6.1,93,2020,"Comedy, Music",16216,2020-08-07,"Laura Terruso"
261,tt10350626,2020-07-24,2020-08-12,,"Gunjan Saxena: The Kargil Girl","Gunjan Saxena: The Kargil Girl",https://www.imdb.com/title/tt10350626/,Movie,5.5,112,2020,"Action, Biography, Drama, War",35744,2020-08-12,"Sharan Sharma, Grswkk"
262,tt7550000,2020-07-05,2020-08-12,,"Project Power","Project Power",https://www.imdb.com/title/tt7550000/,Movie,6.0,113,2020,"Action, Crime, Sci-Fi, Thriller",99348,2020-08-14,"Henry Joost, Ariel Schulman"
263,tt8675288,2020-08-05,2020-08-12,,"Fearless","Fearless",https://www.imdb.com/title/tt8675288/,Movie,5.0,89,2020,"Animation, Comedy, Family, Sci-Fi",2014,2020-08-14,"Cory Edwards"
264,tt10888708,2020-07-24,2020-08-19,,"The Sleepover","The Sleepover",https://www.imdb.com/title/tt10888708/,Movie,5.7,100,2020,"Action, Adventure, Comedy, Family",12301,2020-08-21,"Trish Sie"
265,tt10230422,2020-08-12,2020-08-19,"Hindi","Class of '83","Class of 83",https://www.imdb.com/title/tt10230422/,Movie,5.8,98,2020,"Action, Crime, Drama, Thriller",6048,2020-08-21,"Atul Sabharwal"
266,tt3155342,2020-07-24,2020-08-23,,"All Together Now","All Together Now",https://www.imdb.com/title/tt3155342/,Movie,6.5,92,2020,"Drama, Romance",5193,2020-08-28,"Brett Haley"
267,tt11100856,2020-08-12,2020-09-14,,"Love, Guaranteed","Love, Guaranteed",https://www.imdb.com/title/tt11100856/,Movie,5.6,90,2020,"Comedy, Romance",19420,2020-09-03,"Mark Steven Johnson"
268,tt7939766,2020-07-05,2020-09-14,,"I'm Thinking of Ending Things","I'm Thinking of Ending Things",https://www.imdb.com/title/tt7939766/,Movie,6.5,134,2020,"Drama, Thriller",102379,2020-09-04,"Charlie Kaufman"
269,tt11024272,2020-08-17,2020-09-14,,"The Babysitter: Killer Queen","The Babysitter: Killer Queen",https://www.imdb.com/title/tt11024272/,Movie,5.8,101,2020,"Comedy, Horror",53305,2020-09-10,"McG"
270,tt7395114,2020-07-24,2020-09-14,,"The Devil All the Time","The Devil All the Time",https://www.imdb.com/title/tt7395114/,Movie,7.1,138,2020,"Crime, Drama, Thriller",156828,2020-09-10,"Antonio Campos"
271,tt9176296,2020-09-14,2020-09-14,"Hindi","Dolly Kitty and Those Twinkling Stars","Dolly Kitty Aur Woh Chamakte Sitare",https://www.imdb.com/title/tt9176296/,Movie,5.2,126,2019,"Comedy, Drama",7902,2020-09-18,"Alankrita Shrivastava"
272,tt7846844,2020-08-17,2020-09-20,,"Enola Holmes","Enola Holmes",https://www.imdb.com/title/tt7846844/,Movie,6.6,123,2020,"Action, Adventure, Crime, Drama, Mystery",226410,2020-09-23,"Harry Bradbeer"
273,tt10804786,2020-07-05,2020-09-20,,"Welcome to Sudden Death","Welcome to Sudden Death",https://www.imdb.com/title/tt10804786/,Video,4.4,81,2020,"Action, Adventure, Drama, Thriller",2426,2020-09-29,"Dallas Jackson"
274,tt10199914,2020-08-23,2020-09-20,,"The Boys in the Band","The Boys in the Band",https://www.imdb.com/title/tt10199914/,Movie,6.8,121,2020,"Drama",18484,2020-09-30,"Joe Mantello"
275,tt10230414,2020-09-20,2020-09-27,"Hindi","Serious Men","Serious Men",https://www.imdb.com/title/tt10230414/,Movie,6.8,114,2020,"Comedy, Drama",8347,2020-10-02,"Sudhir Mishra, Sachin Krishn"
276,tt10914452,2020-09-27,2020-09-27,,"The Binding","Il legame",https://www.imdb.com/title/tt10914452/,Movie,4.8,93,2020,"Drama, Horror, Thriller",4919,2020-10-02,"Domenico de Feudis"
277,tt9725830,2020-09-27,2020-09-27,,"Oloture","Òlòturé",https://www.imdb.com/title/tt9725830/,Movie,5.6,106,2019,"Crime, Drama",939,2020-10-02,"Kenneth Gyang"
278,tt8976576,2020-09-14,2020-11-01,,"Vampires vs. the Bronx","Vampires vs. the Bronx",https://www.imdb.com/title/tt8976576/,Movie,5.7,85,2020,"Comedy, Horror",11368,2020-10-02,"Oz Rodriguez"
279,tt10682266,2020-09-14,2020-11-01,,"Hubie Halloween","Hubie Halloween",https://www.imdb.com/title/tt10682266/,Movie,5.3,103,2020,"Comedy, Horror, Mystery",61253,2020-10-07,"Steven Brill"
280,tt10543680,2020-09-20,2020-11-01,"Hindi","Ginny Weds Sunny","Ginny Weds Sunny",https://www.imdb.com/title/tt10543680/,Movie,5.7,125,2020,"Comedy, Drama, Romance",5603,2020-10-09,"Puneet Khanna"
281,tt10642834,2020-08-28,2020-11-01,,"The Forty-Year-Old Version","The Forty-Year-Old Version",https://www.imdb.com/title/tt10642834/,Movie,7.2,123,2020,"Comedy, Drama",5590,2020-10-09,"Radha Blank"
282,tt4844150,2020-09-14,2020-11-01,,"A Babysitter's Guide to Monster Hunting","A Babysitter's Guide to Monster Hunting",https://www.imdb.com/title/tt4844150/,Movie,5.4,98,2020,"Comedy, Family, Fantasy",4999,2020-10-15,"Rachel Talalay"
283,tt1070874,2020-07-24,2020-11-01,,"The Trial of the Chicago 7","The Trial of the Chicago 7",https://www.imdb.com/title/tt1070874/,Movie,7.7,129,2020,"Drama, History, Thriller",196673,2020-10-16,"Aaron Sorkin"
284,tt2235695,2020-08-05,2020-11-01,,"Rebecca","Rebecca",https://www.imdb.com/title/tt2235695/,Movie,6.0,123,2020,"Drama, Mystery, Romance, Thriller",47566,2020-10-21,"Ben Wheatley"
285,tt7488208,2020-09-02,2020-11-01,,"Over the Moon","Over the Moon",https://www.imdb.com/title/tt7488208/,Movie,6.3,95,2020,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Sci-Fi",25469,2020-10-23,"Glen Keane, John Kahrs"
286,tt9866072,2020-09-27,2020-11-01,,"Holidate","Holidate",https://www.imdb.com/title/tt9866072/,Movie,6.1,104,2020,"Comedy, Romance",80618,2020-10-28,"John Whitesell"
287,tt8508734,2020-09-14,2020-11-01,,"His House","His House",https://www.imdb.com/title/tt8508734/,Movie,6.4,93,2020,"Drama, Horror, Thriller",50120,2020-10-30,"Remi Weekes"
288,tt10235600,2020-11-01,2020-11-01,"Hindi","Kaali Khuhi","Kaali Khuhi",https://www.imdb.com/title/tt10235600/,Movie,3.7,90,2020,"Drama, Horror, Mystery, Thriller",1457,2020-10-30,"Terrie Samundra"
289,tt13236566,2020-11-01,2020-11-01,,"Operation Christmas Drop","Operation Christmas Drop",https://www.imdb.com/title/tt13236566/,Movie,5.9,95,2020,"Comedy, Family, Romance",13154,2020-11-05,"Martin Wood"
290,tt7212754,2020-11-01,2020-11-26,"Hindi","Ludo","Ludo",https://www.imdb.com/title/tt7212754/,Movie,7.6,150,2020,"Action, Comedy, Crime, Drama",44189,2020-11-12,"Anurag Basu"
291,tt7736496,2020-11-01,2020-11-26,,"Jingle Jangle: A Christmas Journey","Jingle Jangle: A Christmas Journey",https://www.imdb.com/title/tt7736496/,Movie,6.4,122,2020,"Family, Fantasy, Musical",20898,2020-11-13,"David E. Talbert"
292,tt10627584,2020-11-01,2020-11-26,,"The Life Ahead","La vita davanti a sé",https://www.imdb.com/title/tt10627584/,Movie,6.8,94,2020,"Drama",15766,2020-11-13,"Edoardo Ponti"
293,tt11199410,2020-11-01,2020-11-26,,"The Princess Switch: Switched Again","The Princess Switch: Switched Again",https://www.imdb.com/title/tt11199410/,Movie,5.4,96,2020,"Comedy, Drama, Family, Romance",13799,2020-11-19,"Mike Rohl"
294,tt10627548,2020-11-01,2020-11-26,,"Christmas on the Square","Christmas on the Square",https://www.imdb.com/title/tt10627548/,Movie,5.2,98,2020,"Comedy, Family, Musical",3136,2020-11-22,"Debbie Allen"
295,tt13353486,2020-11-01,2020-11-26,,"Notes for My Son","El Cuaderno de Tomy",https://www.imdb.com/title/tt13353486/,Movie,6.5,84,2020,"Drama",1044,2020-11-24,"Carlos Sorin"
296,tt6772802,2020-11-01,2020-11-26,,"Hillbilly Elegy","Hillbilly Elegy",https://www.imdb.com/title/tt6772802/,Movie,6.7,116,2020,"Biography, Drama",54704,2020-11-24,"Ron Howard"
297,tt11057644,2020-09-20,2020-11-26,,"The Christmas Chronicles: Part Two","The Christmas Chronicles: Part Two",https://www.imdb.com/title/tt11057644/,Movie,6.0,112,2020,"Adventure, Comedy, Family, Fantasy",36196,2020-11-25,"Chris Columbus"
298,tt12971924,2020-11-01,2020-11-26,"Korean","The Call","The Call",https://www.imdb.com/title/tt12971924/,Movie,4.2,97,2020,"Horror, Mystery, Thriller",5256,2020-10-02,"Timothy Woodward Jr."
299,tt11499506,2020-11-26,2020-11-26,"Italian","The Beast","La belva",https://www.imdb.com/title/tt11499506/,Movie,5.2,97,2020,"Action, Crime, Drama, Thriller",4910,2020-11-27,"Ludovico Di Martino"
300,tt13328840,2020-11-01,2020-11-26,"Filipino","Finding Agnes","Finding Agnes",https://www.imdb.com/title/tt13328840/,Movie,5.0,105,2020,"Drama",190,2020-11-30,"Marla Ancheta"
301,tt13354204,2020-11-01,2020-11-26,"Portuguese","Just Another Christmas","Tudo Bem No Natal Que Vem",https://www.imdb.com/title/tt13354204/,Movie,6.7,100,2020,"Comedy, Drama",5635,2020-12-03,"Roberto Santucci"
302,tt13446424,2020-11-26,2020-11-26,"German","Christmas Crossfire","Wir können nicht anders",https://www.imdb.com/title/tt13446424/,Movie,4.8,105,2020,"Comedy, Crime, Thriller",1669,2020-12-04,"Detlev Buck"
303,tt11792734,2020-11-01,2020-11-26,"Turkish","Leyla Everlasting","9 Kere Leyla",https://www.imdb.com/title/tt11792734/,Movie,3.7,112,2020,"Comedy",8000,2020-12-04,"Ezel Akay"
304,tt10618286,2020-11-01,2020-12-07,,"Mank","Mank",https://www.imdb.com/title/tt10618286/,Movie,6.8,131,2020,"Biography, Drama",84003,2020-12-04,"David Fincher"
305,tt8435324,2020-12-07,2020-12-07,,"Bombay Rose","Bombay Rose",https://www.imdb.com/title/tt8435324/,Movie,6.5,97,2019,"Animation, Drama, Romance",838,2021-03-08,"Gitanjali Rao"
306,tt10287954,2020-11-01,2020-12-07,"Italian","Rose Island","L'incredibile storia dell'isola delle rose",https://www.imdb.com/title/tt10287954/,Movie,7.0,117,2020,"Adventure, Biography, Comedy, Drama",25508,2020-12-09,"Sydney Sibilia"
307,tt7805960,2020-12-07,2020-12-29,"Hindi","Torbaaz","Torbaaz",https://www.imdb.com/title/tt7805960/,Movie,5.1,133,2020,"Action, Drama, Sport, Thriller",18085,2020-12-11,"Girish Malik"
308,tt10161886,2020-11-01,2020-12-29,,"The Prom","The Prom",https://www.imdb.com/title/tt10161886/,Movie,5.9,130,2020,"Comedy, Drama, Musical",29646,2020-12-11,"Ryan Murphy"
309,tt13055780,2020-11-26,2020-12-29,,"A California Christmas","A California Christmas",https://www.imdb.com/title/tt13055780/,Movie,5.8,106,2020,"Comedy, Drama, Romance",11506,2020-12-14,"Shaun Paul Piccinino"
310,tt10514222,2020-11-01,2020-12-29,,"Ma Rainey's Black Bottom","Ma Rainey's Black Bottom",https://www.imdb.com/title/tt10514222/,Movie,6.9,94,2020,"Drama, Music",58654,2020-12-18,"George C. Wolfe"
311,tt10539608,2020-11-01,2020-12-29,,"The Midnight Sky","The Midnight Sky",https://www.imdb.com/title/tt10539608/,Movie,5.7,118,2020,"Adventure, Drama, Sci-Fi, Thriller",90493,2020-12-23,"George Clooney"
312,tt11651796,2020-12-29,2020-12-29,,"AK vs AK","AK vs AK",https://www.imdb.com/title/tt11651796/,Movie,6.9,108,2020,"Action, Comedy, Crime, Drama, Thriller",15395,2020-12-24,"Vikramaditya Motwane"
313,tt10600398,2020-11-26,2020-12-29,,"We Can Be Heroes","We Can Be Heroes",https://www.imdb.com/title/tt10600398/,Movie,4.7,100,2020,"Animation, Action, Comedy, Drama, Family, Fantasy, Sci-Fi",17650,2020-12-25,"Robert Rodriguez"
314,tt11161474,2020-11-26,2020-12-29,,"Pieces of a Woman","Pieces of a Woman",https://www.imdb.com/title/tt11161474/,Movie,7.0,126,2020,"Drama",57198,2021-01-07,"Kornél Mundruczó"
315,tt10451914,2020-12-29,2020-12-29,,"Outside the Wire","Outside the Wire",https://www.imdb.com/title/tt10451914/,Movie,5.4,114,2021,"Action, Adventure, Fantasy, Sci-Fi",46090,2021-01-15,"Mikael Håfström"
316,tt11102314,2021-01-12,2021-01-12,"Hindi","Tribhanga","Tribhanga",https://www.imdb.com/title/tt11102314/,Movie,6.2,95,2021,"Drama, Family",3250,2021-01-15,"Renuka Shahane"
317,tt6571548,2020-11-01,2021-03-11,"English/Hindi","The White Tiger","The White Tiger",https://www.imdb.com/title/tt6571548/,Movie,7.1,125,2021,"Crime, Drama",66424,2021-01-22,"Ramin Bahrani"
318,tt10332588,2020-12-29,2021-01-28,,"Finding 'Ohana","Finding 'Ohana",https://www.imdb.com/title/tt10332588/,Movie,6.1,123,2021,"Action, Adventure, Comedy, Family",11938,2021-01-29,"Jude Weng"
319,tt3661210,2020-11-26,2021-01-28,,"The Dig","The Dig",https://www.imdb.com/title/tt3661210/,Movie,7.1,112,2021,"Biography, Drama, History",84176,2021-01-29,"Simon Stone"
320,tt12676326,2020-11-26,2021-01-28,,"Malcolm & Marie","Malcolm & Marie",https://www.imdb.com/title/tt12676326/,Movie,6.6,106,2021,"Drama, Romance",41816,2021-02-05,"Sam Levinson"
321,tt6878306,2021-02-24,2021-02-24,,"News of the World","News of the World",https://www.imdb.com/title/tt6878306/,Movie,6.8,118,2020,"Action, Adventure, Drama, Western",97043,2020-12-25,"Paul Greengrass"
322,tt12838766,2021-02-10,2021-02-10,,"Space Sweepers","Seungriho",https://www.imdb.com/title/tt12838766/,Movie,6.5,136,2021,"Action, Adventure, Drama, Fantasy, Sci-Fi",29326,2021-02-05,"Sung-hee Jo"
323,tt10676012,2021-01-28,2021-01-28,,"To All the Boys: Always and Forever","To All the Boys: Always and Forever",https://www.imdb.com/title/tt10676012/,Movie,6.3,116,2021,"Comedy, Drama, Romance",34693,2021-02-12,"Michael Fimognari"
324,tt9893250,2021-01-12,2021-02-24,,"I Care a Lot","I Care a Lot",https://www.imdb.com/title/tt9893250/,Movie,6.4,118,2020,"Comedy, Crime, Drama, Thriller",149900,2021-02-19,"J Blakeson"
325,tt8907992,2021-01-28,2021-03-11,"Hindi","The Girl on the Train","The Girl on the Train",https://www.imdb.com/title/tt8907992/,Movie,4.0,120,2021,"Crime, Drama, Mystery, Thriller",15134,2021-02-26,"Ribhu Dasgupta"
326,tt6432466,2021-01-12,2021-02-24,,"Moxie","Moxie",https://www.imdb.com/title/tt6432466/,Movie,6.7,111,2021,"Comedy, Drama",29270,2021-03-03,"Amy Poehler"
327,tt8521876,2021-01-12,2021-02-24,,"Yes Day","Yes Day",https://www.imdb.com/title/tt8521876/,Movie,5.7,86,2021,"Comedy, Family",31161,2021-03-12,"Miguel Arteta"
328,tt11388278,2021-02-24,2021-02-24,,"A Week Away","A Week Away",https://www.imdb.com/title/tt11388278/,Movie,5.8,94,2021,"Drama, Family, Musical",5564,2021-03-26,"Roman White"
329,tt9684220,2021-02-24,2021-02-24,,"Bad Trip","Bad Trip",https://www.imdb.com/title/tt9684220/,Movie,6.5,86,2021,"Comedy",27873,2021-03-26,"Kitao Sakurai"
330,tt11142762,2021-03-11,2021-03-11,"Hindi","Pagglait","Pagglait",https://www.imdb.com/title/tt11142762/,Movie,6.9,114,2021,"Comedy, Drama",10454,2021-03-26,"Umesh Bist, Chaudhari Mitesh, Dantani Ravindrakumar"
331,tt8846176,2021-03-11,2021-03-11,,"Concrete Cowboy","Concrete Cowboy",https://www.imdb.com/title/tt8846176/,Movie,6.3,111,2020,"Drama, Western",9937,2021-04-02,"Ricky Staub"
332,tt10121392,2021-03-11,2021-03-11,,"Thunder Force","Thunder Force",https://www.imdb.com/title/tt10121392/,Movie,4.6,106,2021,"Action, Adventure, Comedy, Fantasy, Sci-Fi",46261,2021-04-09,"Ben Falcone"
333,tt14091818,2021-03-27,2021-03-27,"Hindi","Ajeeb Daastaans","Ajeeb Daastaans",https://www.imdb.com/title/tt14091818/,Movie,6.7,142,2021,"Drama, Romance",6510,2021-04-16,"Neeraj Ghaywan, Kayoze Irani, Rahul Kamboj, Shashank Khaitan, Raj Mehta"
334,tt2222042,2021-05-04,2021-05-04,,"Love and Monsters","Love and Monsters",https://www.imdb.com/title/tt2222042/,Movie,6.9,109,2020,"Action, Adventure, Comedy, Fantasy, Sci-Fi",149181,2020-10-16,"Michael Matthews"
335,tt13454122,2021-05-04,2021-05-04,,"Arlo the Alligator Boy","Arlo the Alligator Boy",https://www.imdb.com/title/tt13454122/,TV Movie,6.4,90,2021,"Animation, Adventure, Comedy, Family, Musical",1276,2021-04-16,"Ryan Crego"
336,tt7979580,2021-05-04,2021-05-04,,"The Mitchells vs. the Machines","The Mitchells vs the Machines",https://www.imdb.com/title/tt7979580/,Movie,7.6,114,2021,"Animation, Adventure, Comedy, Family, Sci-Fi",130731,2021-04-30,"Michael Rianda, Jeff Rowe"
337,tt10962368,2021-01-28,2021-02-24,,"Things Heard & Seen","Things Heard & Seen",https://www.imdb.com/title/tt10962368/,Movie,5.3,121,2021,"Drama, Horror, Mystery, Thriller",37364,2021-04-29,"Shari Springer Berman, Robert Pulcini"
338,tt2850272,2021-04-13,2021-04-13,,"Monster","Monster",https://www.imdb.com/title/tt2850272/,Movie,6.5,98,2018,"Crime, Drama",6769,2021-05-07,"Anthony Mandler"
339,tt12779208,2021-04-13,2021-05-04,"Hindi","Milestone","Meel patthar",https://www.imdb.com/title/tt12779208/,Movie,6.6,98,2020,"Drama",841,2021-05-07,"Ivan Ayr"
340,tt6341832,2021-05-19,2021-05-19,"French","Oxygen","Oxygène",https://www.imdb.com/title/tt6341832/,Movie,6.5,100,2021,"Drama, Fantasy, Sci-Fi, Thriller",45419,2021-05-12,"Alexandre Aja"
341,tt9013182,2021-04-29,2021-04-29,,"I Am All Girls","I Am All Girls",https://www.imdb.com/title/tt9013182/,Movie,6.0,107,2021,"Crime, Drama, Mystery, Thriller",7490,2021-05-14,"Donovan Marsh"
342,tt6111574,2021-03-11,2021-03-11,,"The Woman in the Window","The Woman in the Window",https://www.imdb.com/title/tt6111574/,Movie,5.7,100,2021,"Crime, Drama, Mystery, Thriller",84902,2021-05-14,"Joe Wright"
343,tt11213600,2021-04-29,2021-05-04,"Hindi","Sardar Ka Grandson","Sardar Ka Grandson",https://www.imdb.com/title/tt11213600/,Movie,4.3,139,2021,"Comedy, Drama, Romance",4894,2021-05-18,"Kaashvi Nair"
344,tt0993840,2021-02-24,2021-02-24,,"Army of the Dead","Army of the Dead",https://www.imdb.com/title/tt0993840/,Movie,5.8,148,2021,"Action, Crime, Drama, Horror, Sci-Fi, Thriller, War",192128,2021-05-21,"Zack Snyder"
345,tt7084386,2021-04-29,2021-04-29,,"Blue Miracle","Blue Miracle",https://www.imdb.com/title/tt7084386/,Movie,6.6,95,2021,"Adventure, Biography, Drama, Family",8172,2021-05-27,"Julio Quintana"
346,tt14611368,2021-05-19,2021-05-19,,"Trippin' with the Kandasamys","Trippin' with the Kandasamys",https://www.imdb.com/title/tt14611368/,Movie,5.3,93,2021,"Comedy, Romance",455,2021-06-04,"Jayan Moodley"
347,tt10418662,2021-05-04,2021-05-04,,"Awake","Awake",https://www.imdb.com/title/tt10418662/,Movie,4.9,96,2021,"Action, Adventure, Drama, Horror, Sci-Fi, Thriller",26950,2021-06-09,"Mark Raso"
348,tt6964940,2021-05-08,2021-05-08,"Hindi","Skater Girl","Skater Girl",https://www.imdb.com/title/tt6964940/,Movie,6.7,107,2021,"Drama, Family, Sport",5040,2021-06-11,"Manjari Makijany"
349,tt10661848,2021-06-08,2021-06-08,"Tamil","Jagame Thandhiram","Jagame Thandhiram",https://www.imdb.com/title/tt10661848/,Movie,5.8,158,2021,"Action, Crime, Drama, Thriller",12602,2021-06-18,"Karthik Subbaraj"
350,tt4733624,2021-05-19,2021-05-19,,"Fatherhood","Fatherhood",https://www.imdb.com/title/tt4733624/,Movie,6.6,109,2021,"Comedy, Drama",43666,2021-06-18,"Paul Weitz"
351,tt8231668,2021-05-19,2021-05-19,,"Good on Paper","Good on Paper",https://www.imdb.com/title/tt8231668/,Movie,5.6,92,2021,"Comedy, Romance",14267,2021-06-23,"Kimmy Gatewood"
352,tt3758814,2021-05-19,2021-05-19,,"The Ice Road","The Ice Road",https://www.imdb.com/title/tt3758814/,Movie,5.6,109,2021,"Action, Adventure, Thriller",49719,2021-06-25,"Jonathan Hensleigh"
353,tt6733874,2021-05-19,2021-05-19,,"America: The Motion Picture","America: The Motion Picture",https://www.imdb.com/title/tt6733874/,Movie,5.6,98,2021,"Animation, Action, Adventure, Comedy, Fantasy, History, Sci-Fi, War",7585,2021-06-30,"Matt Thompson"
354,tt6566576,2021-05-26,2021-05-26,,"Fear Street: Part One - 1994","Fear Street: 1994",https://www.imdb.com/title/tt6566576/,Movie,6.2,107,2021,"Drama, Horror, Mystery",98391,2021-07-02,"Leigh Janiak"
355,tt11027830,2021-06-08,2021-06-08,"Hindi","Haseen Dillruba","Haseen Dillruba",https://www.imdb.com/title/tt11027830/,Movie,6.9,135,2021,"Crime, Drama, Mystery, Romance, Thriller",32510,2021-07-02,"Vinil Mathew"
356,tt9701940,2021-05-26,2021-05-26,,"Fear Street: Part Two - 1978","Fear Street: 1978",https://www.imdb.com/title/tt9701940/,Movie,6.7,109,2021,"Drama, Horror, Mystery",79943,2021-07-09,"Leigh Janiak"
357,tt8368408,2021-05-26,2021-05-26,,"Gunpowder Milkshake","Gunpowder Milkshake",https://www.imdb.com/title/tt8368408/,Movie,6.1,114,2021,"Action, Crime, Thriller",52649,2021-07-14,"Navot Papushado"
358,tt4779326,2021-05-19,2021-05-19,,"The Water Man","The Water Man",https://www.imdb.com/title/tt4779326/,Movie,5.6,91,2020,"Adventure, Drama, Family, Fantasy",4712,2021-05-07,"David Oyelowo"
359,tt9701942,2021-05-26,2021-05-26,,"Fear Street: Part Three - 1666","Fear Street: 1666",https://www.imdb.com/title/tt9701942/,Movie,6.6,114,2021,"Horror, Mystery",66583,2021-07-16,"Leigh Janiak"
360,tt12851396,2021-05-19,2021-05-19,,"Trollhunters: Rise of the Titans","Trollhunters: Rise of the Titans",https://www.imdb.com/title/tt12851396/,Movie,6.6,104,2021,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy",6269,2021-07-21,"Johane Matte, Francisco Ruiz-Velasco, Andrew L. Schmidt"
361,tt1893273,2021-05-19,2021-05-19,,"The Last Letter from Your Lover","The Last Letter from Your Lover",https://www.imdb.com/title/tt1893273/,Movie,6.7,110,2021,"Drama, Romance",23312,2021-07-23,"Augustine Frizzell"
362,tt12929990,2021-05-19,2021-05-19,,"Resort to Love","Resort to Love",https://www.imdb.com/title/tt12929990/,Movie,5.7,101,2021,"Comedy, Romance",6950,2021-07-29,"Steven K. Tsuchida"
363,tt6338498,2021-05-26,2021-05-26,,"Vivo","Vivo",https://www.imdb.com/title/tt6338498/,Movie,6.7,95,2021,"Animation, Adventure, Comedy, Drama, Family, Musical",22098,2021-08-06,"Kirk DeMicco, Brandon Jeffords"
364,tt12783454,2021-05-19,2021-05-19,,"The Kissing Booth 3","The Kissing Booth 3",https://www.imdb.com/title/tt12783454/,Movie,4.8,112,2021,"Comedy, Romance",23259,2021-08-11,"Vince Marcello"
365,tt10230994,2021-05-19,2021-05-19,,"Beckett","Beckett",https://www.imdb.com/title/tt10230994/,Movie,5.7,110,2021,"Action, Crime, Drama, Thriller",29039,2021-08-13,"Ferdinando Cito Filomarino"
366,tt10731768,2021-05-19,2021-05-19,,"Sweet Girl","Sweet Girl",https://www.imdb.com/title/tt10731768/,Movie,5.5,110,2021,"Action, Drama, Thriller",36018,2021-08-20,"Brian Andrew Mendoza"
367,tt6714432,2021-06-18,2021-06-18,,"The Loud House Movie","The Loud House",https://www.imdb.com/title/tt6714432/,Movie,6.1,83,2021,"Animation, Adventure, Comedy, Family, Musical",3024,2021-08-20,"Dave Needham"
368,tt4590256,2021-05-19,2021-05-19,,"He's All That","He's All That",https://www.imdb.com/title/tt4590256/,Movie,4.4,88,2021,"Comedy, Romance",29620,2021-08-27,"Mark Waters"
369,tt11742798,2021-08-20,2021-08-20,,"Afterlife of the Party","Afterlife of the Party",https://www.imdb.com/title/tt11742798/,Movie,5.8,109,2021,"Comedy, Drama, Fantasy, Romance",10871,2021-09-02,"Stephen Herek"
370,tt7737528,2021-06-08,2021-06-08,,"Kate","Kate",https://www.imdb.com/title/tt7737528/,Movie,6.2,106,2021,"Action, Adventure, Crime, Drama, Thriller",72197,2021-09-10,"Cedric Nicolas-Troyan"
371,tt10521144,2021-08-28,2021-08-28,,"Nightbooks","Nightbooks",https://www.imdb.com/title/tt10521144/,Movie,5.8,103,2021,"Family, Fantasy, Horror, Mystery",10819,2021-09-15,"David Yarovesky"
372,tt15250998,2021-08-28,2021-08-28,"Hindi","Ankahi Kahaniya","Ankahi Kahaniya",https://www.imdb.com/title/tt15250998/,Movie,5.6,110,2021,"Drama, Romance",1027,2021-09-17,"Abhishek Chaubey, Saket Chaudhary, Ashwiny Iyer Tiwari"
373,tt5563324,2021-08-28,2021-08-28,,"Intrusion","Intrusion",https://www.imdb.com/title/tt5563324/,Movie,5.3,92,2021,"Action, Drama, Mystery, Thriller",21981,2021-09-22,"Adam Salky"
374,tt5164438,2021-08-28,2021-08-28,,"The Starling","The Starling",https://www.imdb.com/title/tt5164438/,Movie,6.4,102,2021,"Comedy, Drama",15618,2021-09-24,"Theodore Melfi"
375,tt10101702,2021-08-20,2021-08-20,,"My Little Pony: A New Generation","My Little Pony: A New Generation",https://www.imdb.com/title/tt10101702/,Movie,6.8,90,2021,"Animation, Adventure, Comedy, Family, Fantasy, Musical",4674,2021-09-24,"Robert Cullen, José Luis Ucha, Mark Fattibene"
376,tt13056008,2021-08-28,2021-08-28,,"No One Gets Out Alive","No One Gets Out Alive",https://www.imdb.com/title/tt13056008/,Movie,5.4,87,2021,"Drama, Horror, Mystery, Thriller",21899,2021-09-29,"Santiago Menghini"
377,tt12885272,2021-05-19,2021-05-19,,"Diana","Diana",https://www.imdb.com/title/tt12885272/,Movie,4.4,117,2021,"Biography, Drama, Musical",1515,2021-10-01,"Christopher Ashley"
378,tt9421570,2021-08-28,2021-08-28,,"The Guilty","The Guilty",https://www.imdb.com/title/tt9421570/,Movie,6.3,90,2021,"Crime, Drama, Thriller",155398,2021-10-01,"Antoine Fuqua"
